,SO2,NO2,PM10,PM2.5,O3,CO,T,H,P,WS,WD,AQI,MainPStr,DAQI,MainP,AP
14841,6.0,47.0,41.0,28.0,30.0,0.7,19.2,78.0,1012.7,0.7,30.5,59.0,NO2,9.0,1,0.05333808642204513
14842,6.0,54.0,24.0,20.0,19.0,0.7,18.7,80.0,1012.8,0.3,337.9,68.0,NO2,-15.0,1,-0.12175782481015786
14843,6.0,42.0,38.0,24.0,22.0,0.7,18.2,82.0,1012.9,0.3,289.0,53.0,NO2,6.0,1,-0.09010632903113845
14844,6.0,47.0,36.0,23.0,13.0,0.8,18.2,82.0,1012.9,0.4,234.8,59.0,NO2,14.0,1,-0.05514039831280393
14845,6.0,58.0,50.0,32.0,2.0,0.9,17.9,85.0,1012.8,0.3,290.2,73.0,NO2,-21.0,1,0.2593746743932048
14846,5.0,40.0,52.0,36.0,10.0,0.8,17.4,87.0,1012.8,0.2,309.3,52.0,PM2.5,2.0,3,0.08603367189420127
14847,6.0,43.0,46.0,34.0,5.0,1.0,17.4,88.0,1013.0,0.3,42.2,54.0,NO2,13.0,1,0.1304200823008938
14848,6.0,53.0,75.0,34.0,0.0,1.2,17.3,88.0,1013.5,0.3,250.7,67.0,NO2,18.0,1,0.5366539179152526
14849,6.0,46.0,46.0,63.0,1.0,1.1,17.4,88.0,1014.0,0.3,326.5,85.0,PM2.5,-15.0,3,0.44702427630333263
14850,7.0,56.0,62.0,33.0,4.0,1.3,19.6,80.0,1014.4,0.6,66.3,70.0,NO2,19.0,1,0.5261967015248497
14851,8.0,71.0,68.0,39.0,20.0,1.0,21.1,69.0,1014.8,1.0,90.3,89.0,NO2,-5.0,1,0.7552432151128255
14852,9.0,67.0,91.0,49.0,59.0,0.9,22.9,62.0,1014.7,1.1,148.2,84.0,NO2,-9.0,1,1.1125420496810356
14853,10.0,59.0,88.0,55.0,84.0,0.8,24.0,59.0,1014.0,1.2,227.8,75.0,PM2.5,4.0,3,1.1262882063864903
14854,11.0,46.0,68.0,43.0,134.0,0.8,25.1,56.0,1013.0,1.1,225.0,79.0,O3,71.0,4,0.9117113705477249
14855,11.0,41.0,89.0,42.0,214.0,0.8,26.3,54.0,1011.8,1.0,236.4,150.0,O3,-17.0,4,1.3070834828380624
14856,11.0,29.0,87.0,57.0,196.0,0.8,26.4,54.0,1011.0,1.1,263.0,133.0,O3,33.0,4,1.2305558370130432
14857,10.0,34.0,72.0,44.0,231.0,0.9,26.2,54.0,1010.7,1.0,341.6,166.0,O3,-4.0,4,1.1872925426070087
14858,9.0,43.0,88.0,55.0,227.0,0.9,26.3,55.0,1010.9,0.7,344.6,162.0,O3,-20.0,4,1.4807023800204369
14859,7.0,50.0,91.0,52.0,206.0,0.9,25.3,59.0,1011.3,0.4,346.6,142.0,O3,-41.0,4,1.4384859588093095
14860,7.0,49.0,84.0,56.0,160.5,0.9,24.1,61.0,1011.8,0.4,262.4,101.0,O3,-7.0,4,1.2433922840987497
14861,7.0,71.0,93.0,70.0,115.0,1.3,23.2,65.0,1012.7,0.4,325.5,94.0,PM2.5,7.0,3,1.672579569368746
14862,7.0,81.0,120.0,74.0,99.0,1.2,23.1,66.0,1013.4,0.5,296.0,101.0,NO2,21.0,1,1.9441903513836345
14863,8.0,97.0,147.0,92.0,51.0,1.1,22.8,65.0,1014.3,1.8,331.9,122.0,PM2.5,8.0,3,2.3128162959011136
14864,7.0,24.0,104.0,99.0,46.0,1.0,20.2,58.0,1015.7,3.7,351.6,130.0,PM2.5,-47.0,3,1.1518829341346775
14865,6.0,22.0,116.0,35.0,38.0,1.2,17.6,58.0,1017.1,4.1,356.2,83.0,PM10,-11.0,2,0.68253622461681
14866,6.0,21.0,94.0,19.0,40.0,1.3,15.8,56.0,1018.7,3.5,344.3,72.0,PM10,-9.0,2,0.3922765516695179
14867,6.0,18.0,76.0,14.0,43.0,1.3,14.8,55.0,1019.6,3.5,350.7,63.0,PM10,-14.0,2,0.17722829683713204
14868,6.0,18.0,49.0,11.0,45.9,1.3,14.2,55.0,1020.2,3.7,352.6,49.0,PM10,-11.0,2,-0.06183713634257054
14869,6.0,16.0,38.0,10.0,48.8,1.3,13.8,55.0,1021.2,3.5,355.0,38.0,PM10,1.0,2,-0.17282453905490075
14870,6.0,15.0,39.0,11.0,51.7,1.4,13.0,58.0,1021.9,3.3,357.9,39.0,PM10,-4.0,2,-0.11787435261738555
14871,5.0,16.0,26.0,6.0,54.6,1.4,12.3,60.0,1022.3,3.6,351.4,35.0,CO,0.0,5,-0.269182022002704
14872,6.0,18.0,22.0,5.0,57.5,1.4,11.8,60.0,1023.1,3.8,4.0,35.0,CO,14.0,5,-0.2585013669427707
14873,6.0,17.0,49.0,5.0,60.4,1.3,11.3,56.0,1024.0,4.3,6.3,49.0,PM10,2.0,2,-0.07474204600234957
14874,6.0,15.0,51.0,5.0,63.3,1.2,11.6,53.0,1024.9,3.9,18.5,51.0,PM10,1.0,2,-0.10787361479566263
14875,7.0,15.0,53.0,6.0,66.2,1.2,11.9,49.0,1025.4,4.6,15.9,52.0,PM10,5.0,2,-0.05152777589129948
14876,7.0,16.0,64.0,7.0,69.1,1.2,12.4,47.0,1025.6,4.8,18.9,57.0,PM10,9.0,2,0.06930442571939549
14877,7.0,15.0,81.0,13.0,72.0,1.1,13.1,44.0,1025.2,3.9,357.7,66.0,PM10,-7.0,2,0.2244559667071312
14878,7.0,14.0,68.0,18.0,85.0,1.0,13.8,41.0,1024.2,3.6,16.8,59.0,PM10,-4.0,2,0.15945422877551835
14879,7.0,11.0,60.0,15.0,93.0,0.9,14.2,37.0,1023.3,4.0,8.3,55.0,PM10,2.0,2,0.02435337194796103
14880,7.0,12.0,64.0,17.0,93.0,0.9,14.6,32.0,1022.7,3.5,1.6,57.0,PM10,-2.0,2,0.08611230599693459
14881,7.0,13.0,60.0,17.0,90.0,0.8,14.8,30.0,1022.5,3.6,1.0,55.0,PM10,-3.0,2,0.0150488185450264
14882,7.0,14.0,54.0,14.0,85.0,0.8,14.3,31.0,1022.8,3.8,3.2,52.0,PM10,1.0,2,-0.06829055654847499
14883,6.0,16.0,55.0,17.0,75.0,0.8,13.5,31.0,1023.1,3.5,1.6,53.0,PM10,-6.0,2,-0.06766897855096063
14884,6.0,15.0,47.0,10.0,70.0,0.7,12.5,30.0,1023.9,3.9,10.8,47.0,PM10,-11.0,2,-0.26332689157116135
14885,6.0,14.0,36.0,10.0,65.0,0.7,11.8,30.0,1024.9,3.7,12.5,36.0,PM10,-5.0,2,-0.3826877029937604
14886,6.0,14.0,28.0,10.0,61.0,0.7,11.2,30.0,1025.7,3.6,22.1,31.0,O3,-2.0,4,-0.4628963058609023
14887,6.0,15.0,23.0,12.0,58.0,0.8,10.6,32.0,1026.4,3.6,15.9,29.0,O3,0.0,4,-0.44776930014665006
14888,6.0,14.0,27.0,15.0,57.0,0.8,9.9,34.0,1026.8,3.5,10.6,29.0,O3,1.0,4,-0.40232998273091874
14889,6.0,15.0,30.0,12.0,56.0,0.8,9.2,33.0,1027.0,3.5,19.1,30.0,PM10,-2.0,2,-0.39721947029498406
14890,6.0,15.0,24.0,15.0,56.0,0.7,8.6,33.0,1027.4,3.4,25.5,28.0,O3,2.0,4,-0.4580130227361389
14891,6.0,14.0,22.0,15.0,59.0,0.7,8.1,33.0,1027.7,2.8,23.1,30.0,O3,0.0,4,-0.47464562106051406
14892,6.0,12.0,18.0,21.0,58.375,0.8,7.6,32.0,1027.6,3.1,18.7,30.0,"PM2.5,O3",-1.0,"3,4",-0.439505849959794
14893,6.0,11.0,24.0,15.0,57.75,0.8,7.2,31.0,1027.5,3.0,22.0,29.0,O3,0.0,4,-0.4569529702027862
14894,6.0,11.0,22.0,16.0,57.125,0.8,6.8,31.0,1027.5,3.4,25.7,29.0,O3,0.0,4,-0.4666990167857883
14895,6.0,12.0,20.0,18.0,56.5,0.8,6.6,32.0,1027.7,2.6,16.9,29.0,O3,-1.0,4,-0.4566187790807034
14896,6.0,16.0,22.0,14.0,55.875,0.8,6.4,33.0,1028.2,2.7,21.3,28.0,O3,0.0,4,-0.4348021498675663
14897,6.0,18.0,22.0,17.0,55.25,0.9,6.3,33.0,1028.6,2.5,23.2,28.0,O3,2.0,4,-0.3501646807472881
14898,6.0,17.0,30.0,15.0,54.625,0.8,7.0,30.0,1029.1,2.6,21.8,30.0,PM10,23.0,2,-0.3535075650213714
14899,7.0,17.0,56.0,17.0,54.0,0.7,7.9,27.0,1029.2,2.9,36.8,53.0,PM10,6.0,2,-0.14123453532024838
14900,7.0,20.0,68.0,18.0,54.0,0.7,8.8,25.0,1028.7,3.1,39.5,59.0,PM10,1.0,2,-0.00079528873187539
14901,6.0,20.0,70.0,20.0,57.0,0.6,9.9,23.0,1027.7,2.8,35.3,60.0,PM10,-6.0,2,-0.01446130324048875
14902,6.0,20.0,58.0,18.0,59.0,0.6,10.9,22.0,1026.5,2.2,11.6,54.0,PM10,-9.0,2,-0.12415257862704511
14903,6.0,19.0,45.0,20.0,61.0,0.6,12.0,20.0,1025.4,1.9,2.4,45.0,PM10,-1.0,2,-0.21707386740543505
14904,5.0,18.0,44.0,15.0,66.0,0.6,12.4,19.0,1024.5,2.0,5.0,44.0,PM10,7.0,2,-0.28370754627236366
14905,6.0,20.0,51.0,13.0,70.0,0.6,12.8,18.0,1023.9,2.0,353.6,51.0,PM10,0.0,2,-0.1874137315074863
14906,6.0,21.0,52.0,14.0,69.0,0.6,12.9,19.0,1023.8,2.0,359.1,51.0,PM10,-1.0,2,-0.16291574394930203
14907,6.0,32.0,50.0,17.0,56.0,0.6,12.3,20.0,1024.0,1.7,26.4,50.0,PM10,4.0,2,-0.07945383309717031
14908,7.0,43.0,38.0,15.0,43.0,0.7,11.9,23.0,1024.5,1.3,23.4,54.0,NO2,0.0,1,-0.06444997419331713
14909,6.0,43.0,39.0,22.0,36.0,0.8,11.5,27.0,1024.8,1.6,4.1,54.0,NO2,8.0,1,-0.00071877612261089
14910,6.0,49.0,40.0,26.0,28.0,0.8,11.0,28.0,1025.1,1.3,6.0,62.0,NO2,-13.0,1,0.07998854090721062
14911,7.0,39.0,36.0,30.0,40.0,0.8,10.7,27.0,1025.4,1.9,30.6,49.0,NO2,-1.0,1,0.03768466407815455
14912,7.0,38.0,28.0,21.0,38.0,0.8,10.2,28.0,1025.8,1.9,35.7,48.0,NO2,-10.0,1,-0.12695114918635667
14913,7.0,30.0,35.0,17.0,47.0,0.7,9.5,27.0,1026.5,2.0,19.5,38.0,NO2,0.0,1,-0.1981245316808998
14914,6.0,30.0,30.0,15.0,45.0,0.7,8.9,28.0,1026.5,1.6,26.7,38.0,NO2,1.0,1,-0.28494911243087806
14915,6.0,31.0,24.0,20.0,46.0,0.7,8.4,27.0,1026.2,1.8,23.0,39.0,NO2,-5.0,1,-0.2751309102775216
14916,6.0,27.0,21.0,17.0,49.0,0.7,8.0,27.0,1026.0,1.6,28.2,34.0,NO2,8.0,1,-0.359483646128452
14917,6.0,33.0,24.0,15.71428571428572,43.0,0.8,7.5,27.0,1026.0,1.6,30.6,42.0,NO2,-3.0,1,-0.26430592077759485
14918,6.0,31.0,20.0,14.42857142857143,44.0,0.8,7.2,28.0,1026.0,1.7,25.5,39.0,NO2,-4.0,1,-0.32694868153095635
14919,7.0,28.0,14.0,13.14285714285714,46.0,0.8,7.0,27.0,1026.2,1.9,25.0,35.0,NO2,0.0,1,-0.39281923096239296
14920,6.0,28.0,20.0,11.85714285714286,45.0,0.8,6.9,27.0,1026.6,1.9,23.9,35.0,NO2,3.0,1,-0.37901473395514484
14921,6.0,28.0,38.0,10.57142857142857,46.0,0.8,7.8,26.0,1027.2,1.7,9.7,38.0,PM10,15.0,2,-0.23863168578527771
14922,6.0,18.0,56.0,9.285714285714286,57.0,0.7,8.6,21.0,1027.2,2.0,28.5,53.0,PM10,9.0,2,-0.20938893325973337
14923,6.0,18.0,74.0,8.0,60.0,0.6,9.5,19.0,1026.8,2.4,31.7,62.0,PM10,-4.0,2,-0.10011510010799013
14924,7.0,22.0,66.0,14.0,60.0,0.6,10.3,20.0,1026.0,2.2,26.8,58.0,PM10,-11.0,2,-0.04826124559988334
14925,7.0,22.0,47.0,16.0,62.0,0.6,11.5,18.0,1024.8,1.8,16.3,47.0,PM10,-2.0,2,-0.1797714691756614
14926,6.0,20.0,45.0,15.0,66.0,0.6,12.8,17.0,1023.2,1.6,348.8,45.0,PM10,0.0,2,-0.23320474282662057
14927,5.0,18.0,45.0,11.0,70.0,0.6,13.6,16.0,1022.1,1.6,3.6,45.0,PM10,-6.0,2,-0.2970579804881198
14928,4.0,23.0,39.0,17.0,66.0,0.6,14.2,15.0,1021.6,1.4,348.3,39.0,PM10,13.0,2,-0.27322905390922275
14929,5.0,26.0,53.0,16.0,67.0,0.6,14.2,14.0,1021.3,1.6,335.1,52.0,PM10,-3.0,2,-0.11012870639678939
14930,5.0,34.0,49.0,17.0,57.0,0.6,13.5,17.0,1021.5,1.1,354.4,49.0,PM10,5.0,2,-0.08295196244520676
14931,6.0,43.0,43.0,16.0,41.0,0.8,12.4,20.0,1021.9,0.4,281.7,54.0,NO2,6.0,1,-0.00371079718270636
14932,6.0,48.0,40.0,18.0,32.0,0.9,12.1,22.0,1022.5,0.4,262.5,60.0,NO2,0.0,1,0.04991638220846241
14933,7.0,48.0,42.0,27.0,26.0,0.9,11.6,26.0,1022.6,0.3,281.3,60.0,NO2,3.0,1,0.14623303561594914
14934,7.0,50.0,44.0,31.0,21.0,0.9,11.2,29.0,1022.6,0.4,230.4,63.0,NO2,5.0,1,0.20245528877914595
14935,6.0,54.0,55.0,37.0,14.0,1.0,11.0,31.0,1022.6,0.3,213.3,68.0,NO2,4.0,1,0.383066915066595
14936,6.0,57.0,52.0,49.0,8.0,1.0,10.4,35.0,1022.8,0.4,313.6,72.0,NO2,11.0,1,0.4771120255961771
14937,5.0,66.0,59.0,41.0,4.0,1.1,10.0,41.0,1022.9,0.2,336.3,83.0,NO2,2.0,1,0.5642159677289939
14938,6.0,68.0,47.0,28.0,4.0,1.0,9.8,39.0,1022.9,0.4,15.1,85.0,NO2,-1.0,1,0.3527560483101699
14939,7.0,67.0,44.0,30.0,9.0,0.9,10.3,32.0,1022.7,1.1,35.3,84.0,NO2,-4.0,1,0.3352519449594896
14940,7.0,64.0,35.0,26.0,8.0,0.8,9.9,33.0,1022.5,0.8,34.0,80.0,NO2,-8.0,1,0.15081605982815613
14941,8.0,57.0,35.0,20.0,15.0,0.8,9.6,33.0,1022.2,0.9,47.5,72.0,NO2,1.0,1,0.06653062309932942
14942,7.0,58.0,26.0,17.0,12.0,0.8,9.2,34.0,1022.4,0.8,37.4,73.0,NO2,7.0,1,-0.05493741562735488
14943,6.0,64.0,33.0,16.0,3.0,0.9,8.8,38.0,1022.8,0.7,7.7,80.0,NO2,-3.0,1,0.04451487779731136
14944,7.0,61.0,34.0,21.0,7.0,0.9,8.9,36.0,1023.3,0.8,37.6,77.0,NO2,-24.0,1,0.09983969648850269
14945,9.0,42.0,30.0,17.0,30.0,0.8,10.5,27.0,1023.9,1.5,35.6,53.0,NO2,3.0,1,-0.090372237879284
14946,10.0,27.0,61.0,15.0,51.0,0.7,11.6,22.0,1024.1,2.0,29.4,56.0,PM10,1.0,2,0.04154777064706938
14947,10.0,27.0,63.0,15.0,57.0,0.7,12.8,20.0,1023.6,2.0,20.1,57.0,PM10,-1.0,2,0.07944782832483953
14948,9.0,28.0,61.0,14.0,60.0,0.6,13.9,18.0,1022.4,2.0,31.5,56.0,PM10,-1.0,2,0.01677291500829797
14949,10.0,31.0,59.0,21.0,57.0,0.7,15.2,18.0,1021.0,1.5,18.8,55.0,PM10,0.0,2,0.1437228490514294
14950,10.0,31.0,59.0,17.0,62.0,0.7,16.2,17.0,1019.7,1.5,12.7,55.0,PM10,0.0,2,0.12570071156557597
14951,10.0,27.0,59.0,22.0,70.0,0.6,16.8,16.0,1018.8,1.2,34.8,55.0,PM10,-3.0,2,0.11741144775367161
14952,11.0,27.0,54.0,18.0,78.0,0.6,17.3,16.0,1018.3,1.2,9.3,52.0,PM10,2.0,2,0.08943560356363163
14953,12.0,33.0,58.0,17.0,72.0,0.6,17.3,17.0,1018.4,0.8,71.9,54.0,PM10,15.0,2,0.1777123542368762
14954,13.0,55.0,55.0,27.0,48.0,0.7,16.4,19.0,1018.5,0.8,98.8,69.0,NO2,34.0,1,0.4546790180678775
14955,10.0,85.0,58.0,28.0,8.0,0.8,14.5,26.0,1018.8,0.3,252.3,103.0,NO2,-3.0,1,0.6479667832803513
14956,9.0,80.0,56.0,27.0,11.0,1.0,13.1,30.0,1019.1,0.2,263.8,100.0,NO2,-5.0,1,0.6348843643130986
14957,9.0,76.0,64.0,38.0,10.0,1.0,12.8,32.0,1019.4,0.6,238.4,95.0,NO2,6.0,1,0.7524525897425508
14958,8.0,82.0,59.0,46.0,4.0,1.3,12.3,35.0,1019.9,0.4,241.1,101.0,NO2,3.0,1,0.9209225670066978
14959,7.0,87.0,74.0,48.0,3.0,1.5,11.7,38.0,1020.3,0.4,231.0,104.0,NO2,-1.0,1,1.1691539268285627
14960,8.0,86.0,80.0,61.0,3.0,1.6,11.4,42.0,1020.9,0.3,327.3,103.0,NO2,4.0,1,1.3831128563113866
14961,9.0,94.0,98.0,67.0,3.0,1.6,11.4,43.0,1021.2,0.4,313.1,107.0,NO2,-6.0,1,1.692675204744654
14962,7.0,82.0,109.0,72.0,3.0,1.9,11.0,58.0,1021.2,0.3,11.1,101.0,NO2,2.0,1,1.7715188020180745
14963,8.0,85.0,110.0,69.0,3.0,1.8,10.7,57.0,1021.3,0.2,156.4,103.0,NO2,-1.0,1,1.767729467502549
14964,8.0,84.0,108.0,75.0,3.0,1.9,11.0,58.0,1021.2,0.5,63.7,102.0,NO2,1.0,1,1.832441569474358
14965,9.0,85.0,123.0,72.0,3.0,1.9,10.7,58.0,1021.2,0.6,78.3,103.0,NO2,0.0,1,1.9605610516807146
14966,11.0,86.0,130.0,70.0,3.0,1.7,10.7,57.0,1021.2,0.4,76.4,103.0,NO2,-2.0,1,1.9757649845260854
14967,10.0,82.0,128.0,70.0,2.0,1.7,10.5,62.0,1021.3,0.5,71.4,101.0,NO2,-7.0,1,1.891733768673096
14968,10.0,75.0,127.0,69.0,3.0,1.8,10.4,66.0,1021.8,0.5,60.8,94.0,NO2,9.0,1,1.8403315198591652
14969,11.0,86.0,138.0,73.0,4.0,1.8,12.1,58.0,1022.1,1.1,12.7,103.0,NO2,6.0,1,2.1104157543542827
14970,13.0,96.0,167.0,80.0,6.0,1.3,14.1,45.0,1022.0,1.6,14.6,109.0,PM10,-5.0,2,2.3777585377397505
14971,14.0,87.0,128.0,61.0,17.0,1.0,16.2,34.0,1021.7,1.3,8.7,104.0,NO2,-22.0,1,1.7333010005377032
14972,13.0,65.0,78.0,47.0,38.0,0.9,17.9,27.0,1021.0,1.5,340.8,82.0,NO2,-13.0,1,0.972967460981677
14973,13.0,55.0,67.0,32.0,51.0,0.8,19.3,24.0,1020.0,1.2,333.4,69.0,NO2,1.0,1,0.647369111553065
14974,12.0,56.0,71.0,28.0,58.0,0.8,20.1,23.0,1019.1,1.2,320.1,70.0,NO2,-7.0,1,0.6597660762464659
14975,12.0,49.0,76.0,37.0,77.0,0.8,19.8,23.0,1018.6,1.3,326.4,63.0,PM10,4.0,2,0.7734907337804228
14976,11.0,53.0,76.0,35.0,77.0,0.8,19.8,22.0,1018.3,1.5,325.3,67.0,NO2,2.0,1,0.7784468318318195
14977,11.0,55.0,77.0,36.0,72.0,0.8,19.7,23.0,1018.6,1.1,321.8,69.0,NO2,1.0,1,0.7995252669975934
14978,11.0,56.0,75.0,32.0,65.0,0.8,19.3,23.0,1018.9,0.6,318.3,70.0,NO2,25.0,1,0.7330443566571657
14979,12.0,76.0,71.0,36.0,40.0,1.0,18.9,24.0,1019.1,0.5,236.4,95.0,NO2,20.0,1,0.9609259192131816
14980,12.0,110.0,91.0,47.0,9.0,1.3,18.4,27.0,1019.5,0.5,245.2,115.0,NO2,2.0,1,1.5976806329341526
14981,12.0,113.0,102.0,52.0,4.0,1.3,18.1,29.0,1019.8,0.5,253.8,117.0,NO2,-3.0,1,1.747900732346085
14982,13.0,107.0,95.0,56.0,4.0,1.2,18.1,28.0,1020.1,0.5,257.6,114.0,NO2,-3.0,1,1.643224739726775
14983,13.0,101.0,86.0,50.0,4.0,1.1,17.6,30.0,1020.4,0.3,296.5,111.0,NO2,-1.0,1,1.4118470942350871
14984,13.0,99.0,86.0,47.0,3.0,1.0,17.2,31.0,1020.3,0.6,346.0,110.0,NO2,0.0,1,1.3214090553524886
14985,11.0,99.0,76.0,41.0,3.0,1.1,16.9,33.0,1020.0,0.6,25.6,110.0,NO2,-2.0,1,1.1823515750004185
14986,11.0,96.0,81.0,44.0,2.0,1.1,16.8,35.0,1019.7,0.7,10.1,108.0,NO2,-2.0,1,1.2143146307256893
14987,11.0,92.0,74.0,37.0,4.0,0.9,16.8,36.0,1019.6,0.7,13.7,106.0,NO2,-4.0,1,0.9810603747815114
14988,11.0,84.0,64.0,33.0,8.0,0.9,16.7,35.0,1019.4,0.6,347.2,102.0,NO2,-5.0,1,0.790185623869499
14989,10.0,77.0,59.0,31.0,10.0,0.8,16.5,34.0,1019.2,1.0,357.0,97.0,NO2,-4.0,1,0.6033795786511486
14990,11.0,74.0,59.0,28.0,10.0,0.8,16.3,33.0,1019.6,1.3,357.4,93.0,NO2,-14.0,1,0.5644446982175818
14991,10.0,63.0,60.0,26.0,19.0,0.7,16.0,32.0,1020.2,1.2,354.8,79.0,NO2,0.0,1,0.40863833801286575
14992,11.0,63.0,47.0,24.0,21.0,0.8,15.8,32.0,1020.9,1.1,351.1,79.0,NO2,-11.0,1,0.34949812819722686
14993,12.0,54.0,67.0,26.0,30.0,0.8,16.0,30.0,1021.2,1.5,357.9,68.0,NO2,-10.0,1,0.4872000900396007
14994,12.0,46.0,62.5,27.0,38.0,0.8,16.7,29.0,1021.7,1.5,4.6,58.0,NO2,-4.0,1,0.40076828589754204
14995,12.0,42.0,58.0,24.0,46.0,0.8,17.3,28.0,1021.8,1.3,357.3,54.0,PM10,0.0,2,0.32190153001415506
14996,12.0,38.0,57.0,26.0,56.0,0.8,17.5,28.0,1021.1,1.6,1.2,54.0,PM10,-2.0,2,0.32385598879173944
14997,13.0,40.0,54.0,27.0,58.0,0.8,18.5,26.0,1020.0,1.5,11.1,52.0,PM10,5.0,2,0.3575003274844089
14998,13.0,43.0,63.0,24.0,62.0,0.8,19.2,26.0,1018.9,1.0,23.6,57.0,PM10,2.0,2,0.45162400120784874
14999,14.0,47.0,63.0,27.0,64.0,0.8,20.1,26.0,1018.0,1.0,3.1,59.0,NO2,4.0,1,0.5496447624635749
15000,13.0,50.0,75.0,32.0,69.0,0.8,20.3,26.0,1017.6,1.0,1.8,63.0,"NO2,PM10",4.0,"1,2",0.7232579880290768
15001,12.0,53.0,72.0,36.0,69.0,0.8,20.4,26.0,1017.7,0.7,5.8,67.0,NO2,10.0,1,0.7464365255874704
15002,11.0,61.0,70.0,37.0,57.0,0.9,20.1,27.0,1017.9,0.6,322.9,77.0,NO2,18.0,1,0.8006610814510715
15003,11.0,76.0,84.0,35.0,42.0,1.0,19.3,29.0,1018.1,0.5,339.8,95.0,NO2,9.0,1,1.0456902990649974
15004,12.0,88.0,89.0,41.0,30.0,1.0,19.0,30.0,1018.4,0.5,338.6,104.0,NO2,5.0,1,1.2487160628875855
15005,12.0,98.0,96.0,49.0,17.0,1.1,18.6,31.0,1018.6,0.7,324.0,109.0,NO2,-3.0,1,1.478576695885054
15006,19.0,92.0,109.0,54.0,9.0,1.1,18.3,32.0,1018.7,0.9,329.9,106.0,NO2,1.0,1,1.6806494688724447
15007,18.0,93.0,104.0,56.0,4.0,1.1,18.0,34.0,1018.8,0.5,331.2,107.0,NO2,1.0,1,1.6298449615690913
15008,16.0,96.0,105.0,50.0,2.0,1.1,17.8,35.0,1018.9,0.7,327.4,108.0,NO2,0.0,1,1.5686303914444788
15009,16.0,96.0,116.0,50.0,3.0,1.1,17.6,35.0,1018.7,0.6,342.3,108.0,NO2,0.0,1,1.6628541041219127
15010,14.0,95.0,109.0,53.0,3.0,1.1,17.4,37.0,1018.5,0.6,334.8,108.0,NO2,-1.0,1,1.5801209267832164
15011,16.0,94.0,101.0,48.0,3.0,1.0,17.4,36.0,1018.2,0.5,340.5,107.0,NO2,-2.0,1,1.4613338878088071
15012,15.0,90.0,97.0,43.0,4.0,1.0,17.2,36.0,1018.0,1.1,332.3,105.0,NO2,-15.0,1,1.3231217098570756
15013,17.0,72.0,79.0,41.0,13.0,0.9,17.0,36.0,1017.9,1.3,329.2,90.0,NO2,8.0,1,0.9963514461262086
15014,19.0,78.0,82.0,45.0,7.0,0.9,16.8,37.0,1018.2,0.8,342.8,98.0,NO2,3.0,1,1.1417684401264003
15015,19.0,82.0,76.0,45.0,3.0,1.0,16.7,37.0,1018.7,0.8,334.9,101.0,NO2,-6.0,1,1.1597258770918746
15016,16.0,76.0,83.0,45.0,6.0,1.0,16.8,37.0,1019.6,1.1,341.1,95.0,NO2,-11.0,1,1.1013390575541786
15017,16.0,67.0,77.0,44.0,16.0,1.1,17.1,36.0,1020.3,1.4,5.0,84.0,NO2,-11.0,1,1.0191390716057938
15018,17.0,58.0,86.0,39.0,30.0,1.0,18.0,34.0,1020.7,1.4,351.8,73.0,NO2,-13.0,1,0.9830138535394309
15019,17.0,39.0,70.0,40.0,57.0,0.9,19.0,32.0,1020.4,1.8,11.1,60.0,PM10,-1.0,2,0.7119344394900605
15020,16.0,38.0,67.0,33.0,65.0,0.9,19.6,30.0,1019.6,1.7,11.8,59.0,PM10,1.0,2,0.621591913251715
15021,17.0,38.0,70.0,30.0,72.0,0.9,20.5,29.0,1018.6,1.6,5.7,60.0,PM10,-4.0,2,0.6649442760795418
15022,15.0,35.0,62.0,35.0,85.0,0.9,21.0,28.0,1017.5,1.6,16.7,56.0,PM10,-2.0,2,0.6165918480477751
15023,14.0,32.0,58.0,32.0,96.0,0.9,21.4,28.0,1016.9,1.6,11.3,54.0,PM10,14.0,2,0.5428692794178095
15024,14.0,31.0,64.0,31.0,121.0,0.9,22.0,27.0,1016.7,1.3,352.2,68.0,O3,16.0,4,0.6617302379084115
15025,12.0,33.0,80.0,35.0,140.0,0.9,22.0,27.0,1016.9,1.1,355.5,84.0,O3,-19.0,4,0.8779124848950665
15026,11.0,40.0,75.0,45.0,118.0,1.0,21.3,29.0,1017.2,0.7,328.2,65.0,O3,5.0,4,0.9415661996788237
15027,12.0,56.0,75.0,37.0,85.0,1.0,20.0,32.0,1017.6,0.5,270.2,70.0,NO2,25.0,1,0.9463142680953815
15028,13.0,76.0,84.0,40.0,52.0,1.1,19.4,34.0,1018.0,0.6,342.9,95.0,NO2,6.0,1,1.2055599912094204
15029,12.0,82.0,91.0,51.0,39.0,1.0,19.0,36.0,1018.3,0.8,19.3,101.0,NO2,-17.0,1,1.3218473368007775
15030,11.0,67.0,84.0,45.0,45.0,1.0,18.2,37.0,1018.6,0.5,337.3,84.0,NO2,9.0,1,1.0483451957712866
15031,10.0,74.0,75.0,45.0,36.0,1.1,17.5,38.0,1018.7,0.7,1.1,93.0,NO2,8.0,1,1.0357632188873316
15032,11.0,82.0,79.0,44.0,26.0,1.1,17.0,39.0,1018.8,1.0,7.9,101.0,NO2,-18.0,1,1.1314791903445431
15033,11.0,66.0,78.0,45.0,35.0,1.0,16.5,39.0,1019.0,1.1,19.4,83.0,NO2,-16.0,1,0.9523429006991742
15034,10.0,53.0,66.0,38.0,42.0,0.9,16.0,39.0,1019.2,1.2,358.9,67.0,NO2,-8.0,1,0.6157055751889364
